label_fraction,supervised_balanced_accuracy_mean,supervised_balanced_accuracy_std,supervised_macro_f1_mean,supervised_macro_f1_std,ssl_balanced_accuracy_mean,ssl_balanced_accuracy_std,ssl_macro_f1_mean,ssl_macro_f1_std,ssl_gain_balanced_accuracy,ssl_gain_macro_f1
0.1,0.7475711430377713,0.013411600388949835,0.6996018027105212,0.006562584620708294,0.744204821937915,0.017725758198125514,0.6948218665923918,0.003418022947784016,-0.00336632109985624,-0.004779936118129435
0.3,0.7596985160351796,0.010224331321919739,0.7044732968321084,0.015104319292196572,0.7589765226784718,0.009702820426484121,0.7038757515537082,0.014800734461630246,-0.0007219933567077508,-0.0005975452784001689
0.5,0.7675436092232029,0.005224851991431273,0.7147345993143833,0.007230205595553318,0.7670652900241249,0.0047508885661908,0.7137654234261719,0.006343966342583485,-0.00047831919907792564,-0.0009691758882114376
