experiment_id,timestamp,problem,model,dataset,source_city,target_city,seed,parameters,metric,score,runtime_seconds,notes
framework_demo_synthetic_linear_regression_seed42_20260826-103026,2026-08-26T10:30:26.559692+00:00,framework_demo,linear_regression,synthetic,,,42,{},rmse,7.58585704002229,,"FRAMEWORK DEMO ONLY - synthetic data, not a real project result."
