task,city,model,seed,ablation_group,balanced_accuracy,accuracy,macro_precision,macro_recall,macro_f1,notes
sky_condition,Amherst,gradient_boosting,42,full,0.8096661173564718,0.8466003316749585,0.8235302254916376,0.8096661173564718,0.8084751994907088,
sky_condition,Amherst,mlp,42,full,0.8159660542136608,0.8524046434494196,0.8347074171869551,0.8159660542136608,0.8135773446993985,
sky_condition,Amherst,majority_baseline,123,full,0.3333333333333333,0.48009950248756217,0.16003316749585406,0.3333333333333333,0.21624649859943978,
sky_condition,Amherst,logistic_regression,123,full,0.8031275722337042,0.8412106135986733,0.8160415856635946,0.8031275722337042,0.8003900380671922,
sky_condition,Amherst,decision_tree,123,full,0.6848100627292887,0.7325870646766169,0.6879403233556434,0.6848100627292887,0.6858036623689547,
sky_condition,Amherst,random_forest,123,full,0.8169866009957971,0.8528192371475953,0.8343570432233118,0.8169866009957971,0.8161427481412687,
sky_condition,Amherst,gradient_boosting,123,full,0.8102179937361628,0.8470149253731343,0.8239404350884157,0.8102179937361628,0.809054164405589,
sky_condition,Amherst,mlp,123,full,0.8193417281304596,0.853648424543947,0.8294609175311568,0.8193417281304596,0.8174519657204234,
sky_condition,Amherst,majority_baseline,2026,full,0.3333333333333333,0.48009950248756217,0.16003316749585406,0.3333333333333333,0.21624649859943978,
sky_condition,Amherst,logistic_regression,2026,full,0.8031275722337042,0.8412106135986733,0.8160415856635946,0.8031275722337042,0.8003900380671922,
sky_condition,Amherst,decision_tree,2026,full,0.6755375512027196,0.7255389718076285,0.6856523383008654,0.6755375512027196,0.6767812405915031,
sky_condition,Amherst,random_forest,2026,full,0.8108319893856729,0.8486733001658375,0.8285675352101189,0.8108319893856729,0.8098227029100431,
sky_condition,Amherst,gradient_boosting,2026,full,0.8102179937361628,0.8470149253731343,0.8239404350884157,0.8102179937361628,0.809054164405589,
sky_condition,Amherst,mlp,2026,full,0.813216805079345,0.849502487562189,0.8265663998969422,0.813216805079345,0.8112349460583208,
generation_regime,Davis,majority_baseline,42,full,0.3333333333333333,0.26643168152602115,0.08881056050867371,0.3333333333333333,0.14025321982099978,
generation_regime,Davis,logistic_regression,42,full,0.9314697497650918,0.9386274103255235,0.9376530419860251,0.9314697497650918,0.9342774808972165,
generation_regime,Davis,decision_tree,42,full,0.9071136825766422,0.9131246112378187,0.9091790275695074,0.9071136825766422,0.9080289716100914,
generation_regime,Davis,random_forest,42,full,0.9451656917916598,0.9487870619946092,0.9448140323735607,0.9451656917916598,0.944852246802748,
generation_regime,Davis,gradient_boosting,42,full,0.9443029196425744,0.9487870619946092,0.9455905667918403,0.9443029196425744,0.9447870991205726,
generation_regime,Davis,mlp,42,full,0.9437506531011121,0.9473356831847398,0.9446150745292674,0.9437506531011121,0.9440607928827517,
generation_regime,Davis,majority_baseline,123,full,0.3333333333333333,0.26643168152602115,0.08881056050867371,0.3333333333333333,0.14025321982099978,
generation_regime,Davis,logistic_regression,123,full,0.9314697497650918,0.9386274103255235,0.9376530419860251,0.9314697497650918,0.9342774808972165,
generation_regime,Davis,decision_tree,123,full,0.9005643079254201,0.9085631349782293,0.9052596977898113,0.9005643079254201,0.9025165228330891,
generation_regime,Davis,random_forest,123,full,0.9451864261813263,0.9494090814845532,0.9457995249704858,0.9451864261813263,0.9452855057554941,
generation_regime,Davis,gradient_boosting,123,full,0.9443029196425744,0.9487870619946092,0.9455905667918403,0.9443029196425744,0.9447870991205726,
generation_regime,Davis,mlp,123,full,0.9446761268818614,0.9481650425046652,0.9446448741720853,0.9446761268818614,0.944261050483416,
generation_regime,Davis,majority_baseline,2026,full,0.3333333333333333,0.26643168152602115,0.08881056050867371,0.3333333333333333,0.14025321982099978,
generation_regime,Davis,logistic_regression,2026,full,0.9314697497650918,0.9386274103255235,0.9376530419860251,0.9314697497650918,0.9342774808972165,
generation_regime,Davis,decision_tree,2026,full,0.8978000202023474,0.9058677171884719,0.9033800905751029,0.8978000202023474,0.9000750086222179,
generation_regime,Davis,random_forest,2026,full,0.9459850370709803,0.9500311009744972,0.9463229274521266,0.9459850370709803,0.9460047702262003,
generation_regime,Davis,gradient_boosting,2026,full,0.9443029196425744,0.9487870619946092,0.9455905667918403,0.9443029196425744,0.9447870991205726,
generation_regime,Davis,mlp,2026,full,0.9418486390644603,0.945676964544889,0.9424257577584112,0.9418486390644603,0.9420159944946006,
generation_regime,Amherst,majority_baseline,42,full,0.3333333333333333,0.3811696391538781,0.12705654638462602,0.3333333333333333,0.18398398398398397,
generation_regime,Amherst,logistic_regression,42,full,0.7358478236874634,0.7324761509746993,0.7509917756662879,0.7358478236874634,0.736563458994603,
generation_regime,Amherst,decision_tree,42,full,0.6599586278171287,0.6549149730402323,0.667669617378083,0.6599586278171287,0.6618644055809216,
generation_regime,Amherst,random_forest,42,full,0.7544976081274678,0.7482372459560348,0.7670818117303447,0.7544976081274678,0.7532181988153303,
generation_regime,Amherst,gradient_boosting,42,full,0.755083157924712,0.7490667772708419,0.7699254237916003,0.755083157924712,0.7542039623375664,
generation_regime,Amherst,mlp,42,full,0.7463412153085923,0.7407714641227706,0.7548392101428246,0.7463412153085923,0.7447434882003923,
generation_regime,Amherst,majority_baseline,123,full,0.3333333333333333,0.3811696391538781,0.12705654638462602,0.3333333333333333,0.18398398398398397,
generation_regime,Amherst,logistic_regression,123,full,0.7358478236874634,0.7324761509746993,0.7509917756662879,0.7358478236874634,0.736563458994603,
generation_regime,Amherst,decision_tree,123,full,0.6476784076408449,0.6416424720033181,0.653358957546973,0.6476784076408449,0.6491794984406707,
generation_regime,Amherst,random_forest,123,full,0.7601210728815005,0.7536291995022812,0.7724765217056824,0.7601210728815005,0.7580934809468168,
generation_regime,Amherst,gradient_boosting,123,full,0.755083157924712,0.7490667772708419,0.7699254237916003,0.755083157924712,0.7542039623375664,
generation_regime,Amherst,mlp,123,full,0.7486596082534139,0.7461634176690171,0.7673567989067456,0.7486596082534139,0.7501238443053518,
generation_regime,Amherst,majority_baseline,2026,full,0.3333333333333333,0.3811696391538781,0.12705654638462602,0.3333333333333333,0.18398398398398397,
generation_regime,Amherst,logistic_regression,2026,full,0.7358478236874634,0.7324761509746993,0.7509917756662879,0.7358478236874634,0.736563458994603,
generation_regime,Amherst,decision_tree,2026,full,0.663713507961685,0.6574035669846536,0.6688811051216943,0.663713507961685,0.6646225689076234,
generation_regime,Amherst,random_forest,2026,full,0.758639316936633,0.7527996681874741,0.770725680087922,0.758639316936633,0.756946009836451,
generation_regime,Amherst,gradient_boosting,2026,full,0.7554458710186548,0.7494815429282455,0.7702575154825011,0.7554458710186548,0.754606026881579,
generation_regime,Amherst,mlp,2026,full,0.7463494851660766,0.7440895893819992,0.7623166893843295,0.7463494851660766,0.749312679576811,
sky_condition,Davis,random_forest_tuned,42,full,0.7440314540638763,0.8550694588430438,0.7319152020829635,0.7440314540638763,0.7366995446504667,"{""n_estimators"": 100, ""max_depth"": null, ""min_samples_leaf"": 1}"
sky_condition,Davis,gradient_boosting_tuned,42,full,0.7542251456698073,0.8558988181629691,0.733073897103584,0.7542251456698073,0.7428065199821144,"{""n_estimators"": 100, ""learning_rate"": 0.1, ""max_depth"": 5}"
